id_siniestro,id_poliza,id_asegurado,id_vehiculo,id_conductor,id_proveedor,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,ciudad,descripcion,documentos_completos,beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,historial_siniestros_vehiculo,historial_siniestros_conductor,historial_solo_rc_asegurado,tipo_impacto,hora_evento,tercero_identificado,evidencia_camaras,tipo_via,clima,documento_inconsistente,relato_ilogico,narrativa_cluster_id,similitud_narrativa_max,etiqueta_fraude_simulada,perfil_riesgo_generacion,suma_asegurada,deducible,canal_venta,proveedor_en_lista_restrictiva,proveedor_casos_observados_ultimo_anio,ratio_monto_suma_asegurada,score_reglas,score_modelo_simulado,score_final,nivel_riesgo,alertas_activadas,reglas_criticas_activadas,accion_sugerida
SIN-00530,POL-00312,ASEG-00046,VEH-00165,COND-00443,PROV-0039,Vehiculos,Danos Propios,2024-04-07,2024-04-08,2890,2330,2310,Anticipo,Guayaquil Centro,Guayaquil,Al salir de un parqueadero me chocaron y el otro vehiculo se fue del sitio.,Si,PROV-0039,226,139,1,4,3,1,3,Multiple,13,No,No,Residencial,Neblina,No,No,CLON-01,0.82,0,medio,28000,300,Agente,Si,2,0.1032,34,41.2,65.0,Amarillo Medio,Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Frecuencia atipica de reclamos solo RC | Proveedor en lista restrictiva simulada | Narrativa con similitud entre 70% y 84%,RF-03,Escalar a revision documental y validacion de soportes
SIN-00531,POL-00066,ASEG-00180,VEH-00364,COND-00364,PROV-0003,Vehiculos,Cristales,2025-06-02,2025-06-02,380,460,380,Anticipo,Machala,Machala,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0003,83,282,0,2,0,0,0,Posterior,12,Si,No,Perimetral,Noche seca,No,No,,0.35,0,normal,18400,750,Banca Seguros,No,1,0.0207,4,1.6,3.2,Verde Bajo,Frecuencia moderada de reclamos del asegurado,,Continuar flujo normal con controles estandar
SIN-00532,POL-00286,ASEG-00052,VEH-00384,COND-00411,PROV-0026,Vehiculos,Danos Propios,2026-07-20,2026-07-24,7000,3790,5600,Pago Total,Guayaquil Sur,Guayaquil,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0026,357,8,4,1,3,1,0,Frontal,8,No,No,Residencial,Noche seca,No,No,,0.31,1,alto,28200,250,Banca Seguros,No,5,0.2482,27,73.1,43.1,Amarillo Medio,Borde vigencia: siniestro dentro de ultimos 10 dias | Alta frecuencia de reclamos del vehiculo | Proveedor recurrente en casos observados | Reporte tardio entre 4 y 7 dias | Monto reclamado alto frente a suma asegurada o estimado,,Escalar a revision documental y validacion de soportes
SIN-00533,POL-00468,ASEG-00187,VEH-00365,COND-00405,PROV-0025,Vehiculos,Danos Propios,2025-11-14,2025-11-14,4500,5280,4500,Liquidado,Cuenca,Cuenca,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0025,65,300,0,1,0,0,0,Lateral,5,No,No,Urbana,Neblina,No,No,,0.54,0,normal,30100,750,Banca Seguros,No,0,0.1495,0,11.4,4.0,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00534,POL-00479,ASEG-00169,VEH-00116,COND-00227,PROV-0041,Vehiculos,Robo Total,2024-06-23,2024-06-24,24090,29140,14460,Pago Parcial,Ambato,Ambato,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0041,285,80,1,5,4,0,2,Robo,16,No aplica,Si,Interprovincial,Neblina,No,No,,0.12,0,normal,37900,200,Banca Seguros,No,2,0.6356,23,26.1,24.1,Verde Bajo,Demora denuncia por robo entre 24 y 48 horas | Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00535,POL-00025,ASEG-00241,VEH-00086,COND-00456,PROV-0033,Vehiculos,Robo Parcial,2023-10-18,2023-10-21,4460,3530,2670,Liquidado,Quito Norte,Quito,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,No,PROV-0033,98,267,3,1,1,0,0,Robo,23,No,No aplica,Urbana,Noche lluvia,No,No,,0.33,0,medio,30900,500,Directo Web,No,9,0.1443,17,46.9,27.5,Verde Bajo,Demora denuncia por robo mayor a 48 horas | Proveedor recurrente en casos observados | Documentos incompletos,,Continuar flujo normal con controles estandar
SIN-00536,POL-00377,ASEG-00298,VEH-00185,COND-00305,PROV-0054,Vehiculos,Robo Total,2024-12-27,2025-01-01,8410,8140,5040,Reserva,Guayaquil Sur,Guayaquil,Al salir de un parqueadero me chocaron y el otro vehiculo se fue del sitio.,Si,PROV-0054,347,18,5,2,3,1,0,Robo,2,Si,No,Residencial,Noche seca,No,No,CLON-01,0.82,0,medio,11000,400,Agente,No,0,0.7645,29,37.4,69.9,Amarillo Medio,Borde vigencia: siniestro cerca de fin de poliza | Demora denuncia por robo mayor a 48 horas | Frecuencia moderada de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Reporte tardio entre 4 y 7 dias | Narrativa con similitud entre 70% y 84%,RF-06,Escalar a revision documental y validacion de soportes
SIN-00537,POL-00449,ASEG-00255,VEH-00251,COND-00070,PROV-0049,Vehiculos,Choque,2024-01-14,2024-01-16,4370,4980,1750,Reserva,Ambato,Ambato,El asegurado reporta impacto lateral leve en interseccion urbana. Existe parte policial y fotografias del sitio.,Si,PROV-0049,31,334,2,0,0,1,0,Posterior,18,Si,No,Parqueadero,Lluvia,No,Si,,0.15,0,normal,15000,400,Broker,No,5,0.2913,11,17.2,53.0,Amarillo Medio,Proveedor recurrente en casos observados | Relato ilogico frente al tipo de impacto,RF-04,Escalar a revision documental y validacion de soportes
SIN-00538,POL-00257,ASEG-00147,VEH-00376,COND-00258,PROV-0055,Vehiculos,Responsabilidad Civil,2025-09-19,2025-09-25,1690,2110,1690,Reserva,Santo Domingo,Santo Domingo,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0055,145,220,6,2,1,0,0,Volcadura,10,Si,Si,Interprovincial,Noche seca,No,No,,0.44,0,normal,19200,400,Banca Seguros,No,2,0.088,7,27.5,14.2,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00539,POL-00207,ASEG-00293,VEH-00179,COND-00308,PROV-0058,Vehiculos,Robo Parcial,2024-08-28,2024-08-29,8410,6740,6730,Pago Parcial,Quito Norte,Quito,El vehiculo fue robado cerca del cierre de vigencia y se reporta varios dias despues.,Si,PROV-0058,347,18,1,3,3,3,1,Robo,16,No aplica,No,Perimetral,Noche seca,No,No,CLON-03,0.82,1,medio,30800,750,Broker,No,2,0.2731,37,52.0,42.2,Amarillo Medio,Borde vigencia: siniestro cerca de fin de poliza | Demora denuncia por robo entre 24 y 48 horas | Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Alta frecuencia de reclamos del conductor | Antecedente de reclamo solo RC | Narrativa con similitud entre 70% y 84%,,Escalar a revision documental y validacion de soportes
SIN-00540,POL-00430,ASEG-00348,,,PROV-0007,Generales,Incendio,2025-04-10,2025-04-20,14670,12480,8800,Pago Parcial,Quito Norte,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0007,11,354,10,1,0,0,0,Multiple,0,Si,Si,Interprovincial,Neblina,No,No,,0.56,0,medio,50000,500,Banca Seguros,No,7,0.2934,17,25.3,19.9,Verde Bajo,Borde vigencia: siniestro entre dias 11 y 30 | Proveedor recurrente en casos observados | Accidente complejo en horario de madrugada | Reporte tardio mayor a 7 dias,,Continuar flujo normal con controles estandar
SIN-00541,POL-00238,ASEG-00144,VEH-00034,COND-00323,PROV-0055,Vehiculos,Choque,2026-04-17,2026-04-20,16600,15600,16600,Reserva,Guayaquil Sur,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,No,PROV-0055,189,176,3,1,1,0,0,Frontal,3,Si,Si,Urbana,Neblina,No,No,,0.52,0,normal,47700,500,Banca Seguros,No,2,0.348,7,5.8,6.6,Verde Bajo,Documentos incompletos | Accidente complejo en horario de madrugada,,Continuar flujo normal con controles estandar
SIN-00542,POL-00260,ASEG-00044,VEH-00224,COND-00336,PROV-0029,Vehiculos,Choque,2023-08-12,2023-08-13,2000,1790,800,Negativa,Guayaquil Centro,Guayaquil,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0029,120,245,1,0,0,0,0,Lateral,5,No,Si,Residencial,Despejado,No,No,,0.14,0,normal,25800,500,Broker,No,1,0.0775,0,22.8,8.0,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00543,POL-00234,ASEG-00184,VEH-00263,COND-00390,PROV-0049,Vehiculos,Danos Propios,2024-09-28,2024-10-01,7400,5500,5920,Pago Parcial,Quito Sur,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0049,157,208,3,5,5,1,0,Robo,2,No,No,Perimetral,Noche lluvia,No,No,,0.2,0,medio,20300,400,Agente,No,5,0.3645,24,46.2,31.8,Verde Bajo,Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Proveedor recurrente en casos observados | Evento sin tercero identificado ni evidencia de camaras,,Continuar flujo normal con controles estandar
SIN-00544,POL-00298,ASEG-00255,VEH-00073,COND-00343,PROV-0057,Vehiculos,Choque,2026-03-10,2026-03-10,2550,2880,2550,Liquidado,Ambato,Ambato,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0057,130,235,0,2,3,2,1,Multiple,5,Si,No,Residencial,Despejado,No,No,,0.27,0,normal,27000,200,Agente,No,1,0.0944,17,18.1,17.4,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Frecuencia moderada de reclamos del conductor | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00545,POL-00121,ASEG-00152,VEH-00235,COND-00114,PROV-0035,Vehiculos,Choque,2023-06-28,2023-07-01,5260,5380,4210,Liquidado,Cuenca,Cuenca,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0035,145,220,3,2,2,0,0,Frontal,4,No aplica,No,Urbana,Lluvia,No,No,,0.46,0,normal,17000,400,Broker,No,1,0.3094,10,19.7,13.4,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Accidente complejo en horario de madrugada,,Continuar flujo normal con controles estandar
SIN-00546,POL-00455,ASEG-00019,VEH-00310,COND-00164,PROV-0017,Vehiculos,Responsabilidad Civil,2025-09-07,2025-09-08,6300,5630,0,Reserva,Guayaquil Centro,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0017,255,110,1,0,0,1,0,Lateral,15,Si,No aplica,Interprovincial,Neblina,No,No,,0.5,0,normal,37900,200,Agente,No,0,0.1662,0,15.7,5.5,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00547,POL-00477,ASEG-00201,VEH-00022,COND-00033,PROV-0047,Vehiculos,Cristales,2025-06-15,2025-06-16,300,280,180,Cierre Sin Consecuencia,Manta,Manta,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0047,15,350,1,4,1,0,0,Multiple,16,Si,No aplica,Interprovincial,Despejado,No,No,,0.58,0,medio,11600,250,Sucursal,No,2,0.0259,12,34.8,20.0,Verde Bajo,Borde vigencia: siniestro entre dias 11 y 30 | Alta frecuencia de reclamos del asegurado,,Continuar flujo normal con controles estandar
SIN-00548,POL-00106,ASEG-00055,VEH-00070,COND-00420,PROV-0024,Vehiculos,Cristales,2024-03-19,2024-03-21,1710,1470,1030,Pago Total,Quito Sur,Quito,En la madrugada encontre el vehiculo golpeado y no existen camaras disponibles.,Si,PROV-0024,26,339,2,1,1,2,0,Multiple,17,Si,No,Urbana,Lluvia,No,Si,CLON-02,0.8,0,medio,43600,1000,Directo Web,No,0,0.0392,23,35.7,56.4,Amarillo Medio,Borde vigencia: siniestro entre dias 11 y 30 | Frecuencia moderada de reclamos del conductor | Proveedor recurrente en casos observados | Relato ilogico frente al tipo de impacto | Narrativa con similitud entre 70% y 84%,RF-04,Escalar a revision documental y validacion de soportes
SIN-00549,POL-00328,ASEG-00281,VEH-00206,COND-00261,PROV-0045,Vehiculos,Danos Propios,2023-12-07,2023-12-08,12160,9280,4870,Liquidado,Quito Centro,Quito,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0045,57,308,1,0,0,0,0,Posterior,10,Si,Si,Perimetral,Noche seca,Si,No,,0.22,0,medio,31600,500,Sucursal,No,5,0.3848,15,33.9,53.6,Amarillo Medio,Proveedor recurrente en casos observados | Documentos inconsistentes o fechas no coinciden,RF-02,Escalar a revision documental y validacion de soportes
SIN-00550,POL-00008,ASEG-00178,VEH-00390,COND-00422,PROV-0001,Vehiculos,Gastos Medicos por Accidente,2025-06-18,2025-06-21,11340,10710,9070,Reserva,Manta,Manta,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0001,134,231,3,1,3,1,0,Estacionado,22,No aplica,No,Parqueadero,Lluvia,No,No,,0.11,0,normal,53800,500,Sucursal,No,0,0.2108,6,10.1,7.4,Verde Bajo,Alta frecuencia de reclamos del vehiculo,,Continuar flujo normal con controles estandar
SIN-00551,POL-00481,ASEG-00190,VEH-00077,COND-00427,PROV-0011,Vehiculos,Perdida Total por Robo,2025-10-21,2025-10-28,10980,10930,0,Reserva,Quito Centro,Quito,El robo total ocurrio dias antes del vencimiento y la denuncia fue posterior.,No,PROV-0011,11,354,7,0,4,3,0,Robo,2,No,No aplica,Residencial,Neblina,No,No,CLON-03,0.95,1,alto,12000,300,Broker,No,9,0.915,46,83.1,88.1,Rojo Alto,Borde vigencia: siniestro entre dias 11 y 30 | Demora denuncia por robo mayor a 48 horas | Alta frecuencia de reclamos del vehiculo | Alta frecuencia de reclamos del conductor | Proveedor recurrente en casos observados | Documentos incompletos | Reporte tardio entre 4 y 7 dias | Narrativa con similitud mayor a 85% frente a otro reclamo,RF-01 | RF-06 | RF-07,Escalar a unidad antifraude para revision especializada
SIN-00552,POL-00098,ASEG-00292,VEH-00391,COND-00467,PROV-0021,Vehiculos,Responsabilidad Civil,2025-09-03,2025-09-05,5320,4450,5320,Reserva,Guayaquil Centro,Guayaquil,Fui impactado al salir del parqueadero y el tercero huyo sin entregar informacion.,No,PROV-0021,171,194,2,1,1,2,1,Posterior,6,No aplica,Si,Parqueadero,Noche lluvia,No,No,CLON-01,0.79,0,medio,23400,300,Directo Web,No,0,0.2274,15,40.5,23.9,Verde Bajo,Frecuencia moderada de reclamos del conductor | Antecedente de reclamo solo RC | Documentos incompletos | Narrativa con similitud entre 70% y 84%,,Continuar flujo normal con controles estandar
SIN-00553,POL-00390,ASEG-00294,VEH-00131,COND-00185,PROV-0036,Vehiculos,Robo Total,2023-09-29,2023-10-05,5310,11520,2120,Liquidado,Quito Sur,Quito,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0036,249,116,6,3,2,0,1,Robo,12,Si,No,Perimetral,Lluvia,No,No,,0.18,0,medio,12800,300,Directo Web,No,2,0.4148,25,48.2,71.0,Amarillo Medio,Demora denuncia por robo mayor a 48 horas | Alta frecuencia de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Antecedente de reclamo solo RC | Reporte tardio entre 4 y 7 dias,RF-06,Escalar a revision documental y validacion de soportes
SIN-00554,POL-00175,ASEG-00021,VEH-00204,COND-00436,PROV-0057,Vehiculos,Choque,2023-12-08,2023-12-10,2750,2680,2200,Liquidado,Guayaquil Norte,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0057,216,149,2,2,1,0,1,Posterior,7,Si,No,Perimetral,Noche lluvia,No,No,,0.35,0,normal,11000,1000,Directo Web,No,1,0.25,7,17.7,10.7,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00555,POL-00242,ASEG-00136,VEH-00356,COND-00107,PROV-0007,Vehiculos,Choque,2024-11-07,2024-11-09,4020,3780,3220,Pago Total,Guayaquil Centro,Guayaquil,El vehiculo fue encontrado con danos al amanecer. No se identifica tercero responsable.,Si,PROV-0007,238,127,2,1,0,1,0,Estacionado,21,Si,No aplica,Perimetral,Lluvia,Si,No,,0.34,1,medio,11800,400,Banca Seguros,No,7,0.3407,15,37.2,55.1,Amarillo Medio,Proveedor recurrente en casos observados | Documentos inconsistentes o fechas no coinciden,RF-02,Escalar a revision documental y validacion de soportes
SIN-00556,POL-00372,ASEG-00327,VEH-00164,COND-00429,PROV-0013,Vehiculos,Choque,2023-12-24,2023-12-25,1490,1460,1190,Negativa,Guayaquil Centro,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0013,193,172,1,0,0,0,0,Frontal,3,No,No,Urbana,Despejado,No,No,,0.19,0,normal,35600,500,Broker,No,2,0.0419,3,14.3,7.0,Verde Bajo,Accidente complejo en horario de madrugada,,Continuar flujo normal con controles estandar
SIN-00557,POL-00399,ASEG-00233,VEH-00333,COND-00457,PROV-0021,Vehiculos,Robo Total,2025-04-02,2025-04-03,8100,9140,4860,Pago Parcial,Manta,Manta,Robo parcial de accesorios durante la noche. Se presenta denuncia y detalle de bienes afectados.,Si,PROV-0021,34,331,1,0,0,1,0,Robo,23,Si,No,Residencial,Noche lluvia,No,No,,0.29,0,normal,10400,300,Sucursal,No,0,0.7788,4,12.3,6.9,Verde Bajo,Demora denuncia por robo entre 24 y 48 horas,,Continuar flujo normal con controles estandar
SIN-00558,POL-00482,ASEG-00053,VEH-00416,COND-00448,PROV-0013,Vehiculos,Choque,2024-03-05,2024-03-09,1740,1890,1050,Anticipo,Quito Sur,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0013,144,221,4,1,1,0,0,Posterior,23,Si,No,Perimetral,Noche lluvia,No,No,,0.57,0,normal,28700,500,Directo Web,No,2,0.0606,3,5.6,3.9,Verde Bajo,Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00559,POL-00025,ASEG-00241,VEH-00086,COND-00087,PROV-0034,Vehiculos,Choque,2023-12-14,2023-12-16,5480,4870,4390,Pago Total,Quito Centro,Quito,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0034,155,210,2,2,2,0,0,Posterior,7,No,No,Interprovincial,Despejado,No,No,,0.21,0,normal,30900,500,Directo Web,No,2,0.1773,7,10.5,8.2,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo,,Continuar flujo normal con controles estandar
SIN-00560,POL-00170,ASEG-00284,VEH-00401,COND-00150,PROV-0029,Vehiculos,Danos Propios,2025-01-20,2025-01-20,5470,4820,0,Cierre Sin Consecuencia,Guayaquil Norte,Guayaquil,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0029,122,243,0,1,0,1,0,Lateral,21,Si,Si,Parqueadero,Noche lluvia,No,No,,0.38,0,normal,47600,750,Banca Seguros,No,1,0.1149,0,3.8,1.3,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00561,POL-00343,ASEG-00289,VEH-00017,COND-00024,PROV-0008,Vehiculos,Responsabilidad Civil,2025-05-13,2025-05-16,1620,1550,1620,Pago Parcial,Santo Domingo,Santo Domingo,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0008,198,167,3,2,2,3,1,Posterior,7,No,No,Perimetral,Lluvia,No,No,,0.11,0,normal,21100,200,Banca Seguros,No,1,0.0768,18,14.7,16.9,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Frecuencia moderada de reclamos del vehiculo | Alta frecuencia de reclamos del conductor | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00562,POL-00518,ASEG-00138,VEH-00291,COND-00145,PROV-0047,Vehiculos,Cristales,2025-09-01,2025-09-01,430,370,340,Anticipo,Quito Norte,Quito,Colision posterior a baja velocidad durante trafico pesado. El tercero fue identificado y se adjunta contacto.,Si,PROV-0047,182,183,0,0,0,0,0,Posterior,23,Si,No,Urbana,Neblina,No,No,,0.28,0,normal,9700,750,Banca Seguros,No,2,0.0443,0,16.4,5.7,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00563,POL-00252,ASEG-00110,VEH-00301,COND-00425,PROV-0057,Vehiculos,Choque,2023-09-22,2023-09-24,1850,2290,1110,Reserva,Guayaquil Centro,Guayaquil,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0057,96,269,2,1,1,0,0,Posterior,0,No,Si,Urbana,Noche seca,No,No,,0.26,0,normal,15400,750,Agente,No,1,0.1201,0,13.8,4.8,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00564,POL-00264,ASEG-00032,VEH-00011,COND-00241,PROV-0005,Vehiculos,Danos Propios,2025-07-09,2025-07-11,4900,5050,0,Pago Parcial,Guayaquil Centro,Guayaquil,Ruptura de cristal por objeto en via. Se presenta factura y evidencia fotografica.,Si,PROV-0005,149,216,2,6,1,0,1,Posterior,21,No,No,Perimetral,Noche seca,No,No,,0.54,0,normal,25200,1000,Sucursal,No,2,0.1944,11,27.9,16.9,Verde Bajo,Alta frecuencia de reclamos del asegurado | Antecedente de reclamo solo RC,,Continuar flujo normal con controles estandar
SIN-00565,POL-00285,ASEG-00252,VEH-00077,COND-00307,PROV-0024,Vehiculos,Cristales,2025-07-29,2025-07-30,770,880,0,Pago Parcial,Quito Sur,Quito,Atencion medica por accidente de transito con factura y formulario completo.,Si,PROV-0024,224,141,1,4,0,1,1,Posterior,4,Si,Si,Interprovincial,Lluvia,No,No,,0.25,0,normal,37900,400,Banca Seguros,No,0,0.0203,16,24.1,18.8,Verde Bajo,Alta frecuencia de reclamos del asegurado | Antecedente de reclamo solo RC | Proveedor recurrente en casos observados,,Continuar flujo normal con controles estandar
SIN-00566,POL-00289,ASEG-00031,VEH-00328,COND-00003,PROV-0035,Vehiculos,Responsabilidad Civil,2024-01-19,2024-01-20,1280,1280,770,Reserva,Quito Centro,Quito,El conductor reporta perdida de control en curva sin testigos disponibles.,Si,PROV-0035,353,12,1,1,1,1,0,Robo,1,Si,No,Residencial,Despejado,No,No,,0.07,0,medio,12000,400,Banca Seguros,No,1,0.1067,4,41.3,17.1,Verde Bajo,Borde vigencia: siniestro cerca de fin de poliza,,Continuar flujo normal con controles estandar
SIN-00567,POL-00250,ASEG-00057,VEH-00292,COND-00250,PROV-0019,Vehiculos,Choque,2024-01-04,2024-01-08,14840,13110,14840,Pago Total,Guayaquil Sur,Guayaquil,Accidente en avenida principal durante lluvia. Se adjunta croquis y datos del tercero involucrado.,Si,PROV-0019,228,137,4,2,0,0,2,Posterior,11,Si,No,Perimetral,Noche lluvia,No,No,,0.11,0,normal,40700,1000,Broker,No,1,0.3646,7,29.2,14.8,Verde Bajo,Frecuencia moderada de reclamos del asegurado | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00568,POL-00480,ASEG-00323,VEH-00180,COND-00451,PROV-0028,Vehiculos,Choque,2025-07-26,2025-08-01,3830,3010,2300,Cierre Sin Consecuencia,Cuenca,Cuenca,El reclamo incluye factura emitida el mismo dia del evento y documentos entregados parcialmente.,Si,PROV-0028,357,8,6,1,1,2,1,Frontal,18,No aplica,Si,Interprovincial,Noche lluvia,No,No,,0.46,0,medio,23800,1000,Broker,No,1,0.1609,18,33.9,23.6,Verde Bajo,Borde vigencia: siniestro dentro de ultimos 10 dias | Frecuencia moderada de reclamos del conductor | Antecedente de reclamo solo RC | Reporte tardio entre 4 y 7 dias,,Continuar flujo normal con controles estandar
SIN-00569,POL-00462,ASEG-00122,VEH-00176,COND-00120,PROV-0047,Vehiculos,Cristales,2024-05-13,2024-05-13,710,670,430,Pago Total,Quito Centro,Quito,Choque menor en parqueadero con dano en parachoques. Administracion entrega reporte interno.,Si,PROV-0047,228,137,0,1,1,0,0,Robo,16,No,Si,Residencial,Neblina,No,No,,0.57,0,normal,22300,200,Sucursal,No,2,0.0318,0,17.4,6.1,Verde Bajo,Sin alertas relevantes,,Continuar flujo normal con controles estandar
SIN-00570,POL-00033,ASEG-00209,VEH-00130,COND-00243,PROV-0047,Vehiculos,Cristales,2023-04-29,2023-05-04,1210,950,970,Liquidado,Machala,Machala,A primera hora encontre el vehiculo con danos y no se cuenta con camaras.,Si,PROV-0047,113,252,5,1,0,0,0,Posterior,13,Si,No,Parqueadero,Noche seca,No,No,CLON-02,0.74,0,medio,38000,1000,Banca Seguros,No,2,0.0318,7,30.8,15.3,Verde Bajo,Reporte tardio entre 4 y 7 dias | Narrativa con similitud entre 70% y 84%,,Continuar flujo normal con controles estandar
SIN-00571,POL-00296,ASEG-00052,VEH-00023,COND-00282,PROV-0050,Vehiculos,Perdida Total por Robo,2024-10-05,2024-10-20,36530,29650,36530,Reserva,Guayaquil Centro,Guayaquil,El robo total ocurrio dias antes del vencimiento y la denuncia fue posterior.,No,PROV-0050,314,51,15,1,4,1,0,Robo,19,Si,Si,Perimetral,Despejado,Si,No,CLON-03,0.96,0,alto,34300,300,Agente,No,1,1.065,46,53.3,76.7,Rojo Alto,Demora denuncia por robo mayor a 48 horas | Alta frecuencia de reclamos del vehiculo | Documentos incompletos | Documentos inconsistentes o fechas no coinciden | Reporte tardio mayor a 7 dias | Narrativa con similitud mayor a 85% frente a otro reclamo | Monto reclamado alto frente a suma asegurada o estimado,RF-01 | RF-02 | RF-06 | RF-07,Escalar a unidad antifraude para revision especializada
SIN-00572,POL-00285,ASEG-00252,VEH-00077,COND-00110,PROV-0040,Vehiculos,Robo Total,2025-08-18,2025-08-19,26370,30440,21100,Reserva,Quito Centro,Quito,El asegurado indica que fue impactado al salir de un parqueadero y el tercero abandono el lugar.,No,PROV-0040,244,121,1,7,3,1,1,Robo,23,Si,Si,Urbana,Despejado,No,No,,0.14,0,medio,37900,400,Banca Seguros,No,1,0.6958,25,26.3,25.4,Verde Bajo,Demora denuncia por robo entre 24 y 48 horas | Alta frecuencia de reclamos del asegurado | Alta frecuencia de reclamos del vehiculo | Antecedente de reclamo solo RC | Documentos incompletos,,Continuar flujo normal con controles estandar
SIN-00573,POL-00320,ASEG-00255,VEH-00260,COND-00398,PROV-0034,Vehiculos,Robo Total,2025-02-07,2025-02-17,11940,22280,11940,Liquidado,Cuenca,Cuenca,Se reporta choque nocturno con danos moderados. No hay fotografias del momento del accidente.,Si,PROV-0034,27,338,10,1,0,0,0,Robo,8,No aplica,No,Residencial,Noche seca,No,No,,0.06,1,medio,25800,250,Agente,No,2,0.4628,17,55.8,60.8,Amarillo Medio,Borde vigencia: siniestro entre dias 11 y 30 | Demora denuncia por robo mayor a 48 horas | Reporte tardio mayor a 7 dias,RF-06,Escalar a revision documental y validacion de soportes
